contestant,age,city,state_abbr,season,finish,tribalChallengeWins,individualChallengeWins,totalWins,daysLasted,votesAgainst,iconPictureURL,gender,occupation,fullPictureURL,season_number
Adam Klein,25,San Francisco,CA,Millennials vs. Gen X,1,5,2,7,39,6,https://vignette.wikia.nocookie.net/survivor/images/f/fd/S33_adam_t.png/revision/latest?cb=20180602022110,Male,Homeless Shelter Manager,https://vignette.wikia.nocookie.net/survivor/images/d/d6/S33-adam-klein.jpg/revision/latest?cb=20160817171349,33
Ciera Eastin,27,Salem,OR,Game Changers,20,0,NA,0,3,9,https://vignette.wikia.nocookie.net/survivor/images/3/30/S34_ciera_t.png/revision/latest?cb=20180602025226,Female,Cosmetology Student,https://vignette.wikia.nocookie.net/survivor/images/7/76/S34_Ciera_Cast_Photo1.jpg/revision/latest?cb=20170208232548,34
Tony Vlachos,42,Jersey City,NJ,Game Changers,19,0,NA,0,6,7,https://vignette.wikia.nocookie.net/survivor/images/b/be/S34_tony_t.png/revision/latest?cb=20180602025235,Male,Police Officer,https://vignette.wikia.nocookie.net/survivor/images/c/c4/S34_Tony_Cast_Photo1.jpg/revision/latest?cb=20170208192036,34
Caleb Reynolds,28,Hopkinsville,KY,Game Changers,18,0,NA,0,9,5,https://vignette.wikia.nocookie.net/survivor/images/c/cb/S34_caleb_t.png/revision/latest?cb=20180602025226,Male,Army Veteran,https://vignette.wikia.nocookie.net/survivor/images/f/f0/S34_Caleb_Cast_Photo2.jpg/revision/latest?cb=20170208190637,34
Malcolm Freberg,29,Hermosa Beach,CA,Game Changers,17,2,NA,2,11,5,https://vignette.wikia.nocookie.net/survivor/images/2/29/S34_malcolm_t.png/revision/latest?cb=20180602025230,Male,Bartender,https://vignette.wikia.nocookie.net/survivor/images/7/77/S34_Malcolm_Cast_Photo1.jpg/revision/latest?cb=20170208232737,34
J.T. Thomas,31,Mobile,AL,Game Changers,16,6,NA,6,13,3,https://vignette.wikia.nocookie.net/survivor/images/d/df/S34_jt_t.png/revision/latest?cb=20180602025230,Male,Cattle Rancher,https://vignette.wikia.nocookie.net/survivor/images/1/1b/S34_JT_Cast_Photo1.jpg/revision/latest?cb=20170208232827,34
Sandra Diaz-Twine,41,Fayetteville,NC,Game Changers,15,3,NA,3,16,5,https://vignette.wikia.nocookie.net/survivor/images/1/16/S34_sandra_t.png/revision/latest?cb=20180602025233,Female,Office Assistant,https://vignette.wikia.nocookie.net/survivor/images/0/00/S34_Sandra_Cast_Photo1.jpg/revision/latest?cb=20170208185922,34
Jeff Varner,50,High Point,NC,Game Changers,14,4,NA,4,18,6,https://vignette.wikia.nocookie.net/survivor/images/e/ec/S34_jeff_t.png/revision/latest?cb=20180602025229,Male,Internet Projects Manager,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S34_Jeff_Cast_Photo1.jpg/revision/latest?cb=20170209012442,34
Hali Ford,26,Knoxville,TN,Game Changers,13,4,0,4,21,8,https://vignette.wikia.nocookie.net/survivor/images/7/75/S34_hali_t.png/revision/latest?cb=20180602025228,Female,Law Student,https://vignette.wikia.nocookie.net/survivor/images/9/95/S34_Hali_Cast_Photo1.jpg/revision/latest?cb=20170208190939,34
Ozzy Lusth,34,Venice,CA,Game Changers,12,8,1,9,24,7,https://vignette.wikia.nocookie.net/survivor/images/7/7b/S34_ozzy_t.png/revision/latest?cb=20180602025232,Male,"Waiter;
Photographer",https://vignette.wikia.nocookie.net/survivor/images/e/eb/S34_Ozzy_Cast_Photo1.jpg/revision/latest?cb=20170209005619,34
Debbie Wanner,51,Reading,PA,Game Changers,11,6,2,8,26,6,https://vignette.wikia.nocookie.net/survivor/images/3/36/S34_debbie_t.png/revision/latest?cb=20180602025228,Female,Chemist,https://vignette.wikia.nocookie.net/survivor/images/2/2c/S34_Debbie_Cast_Photo1.jpg/revision/latest?cb=20170208185805,34
Zeke Smith,28,Brooklyn,NY,Game Changers,10,8,2,10,29,11,https://vignette.wikia.nocookie.net/survivor/images/e/e5/S34_zeke_t.png/revision/latest?cb=20180602025236,Male,Asset Manager,https://vignette.wikia.nocookie.net/survivor/images/b/bb/S34_Zeke_Cast_Photo1.jpg/revision/latest?cb=20170209010402,34
Sierra Dawn Thomas,29,Roy,UT,Game Changers,9,7,1,8,32,15,https://vignette.wikia.nocookie.net/survivor/images/6/64/S34_sierra_t.png/revision/latest?cb=20180602025234,Female,Barrel Racer,https://vignette.wikia.nocookie.net/survivor/images/2/22/S34_Sierra_Cast_Photo1.jpg/revision/latest?cb=20170208191857,34
Andrea Boehlke,27,New York City,NY,Game Changers,8,8,6,14,33,14,https://vignette.wikia.nocookie.net/survivor/images/0/0a/S34_andrea_t.png/revision/latest?cb=20180602025224,Female,"Student;
Entertainment Host/Writer",https://vignette.wikia.nocookie.net/survivor/images/8/8b/S34_Andrea_Cast_Photo1.jpg/revision/latest?cb=20170208225318,34
Michaela Bradshaw,25,Fort Worth,TX,Game Changers,7,5,0,5,35,11,https://vignette.wikia.nocookie.net/survivor/images/6/65/S34_michaela_t.png/revision/latest?cb=20180602025231,Female,Vacation Club Sales,https://vignette.wikia.nocookie.net/survivor/images/0/0a/S34_Michaela_Cast_Photo1.jpg/revision/latest?cb=20170208191418,34
Cirie Fields,45,Norwalk,CT,Game Changers,6,9,0,9,36,0,https://vignette.wikia.nocookie.net/survivor/images/1/1b/S34_cirie_t.png/revision/latest?cb=20180928174447,Female,Nurse,https://vignette.wikia.nocookie.net/survivor/images/0/00/S34_Cirie_Cast_Photo1.jpg/revision/latest?cb=20170209012632,34
Aubry Bracco,30,Cambridge,MA,Game Changers,5,5,4,9,37,9,https://vignette.wikia.nocookie.net/survivor/images/6/61/S34_aubry_t.png/revision/latest?cb=20180602025225,Female,Social Media Marketer,https://vignette.wikia.nocookie.net/survivor/images/c/c5/S34_Aubry_Cast_Photo1.jpg/revision/latest?cb=20170208225449,34
Tai Trang,52,San Francisco,CA,Game Changers,4,6,2,8,38,12,https://vignette.wikia.nocookie.net/survivor/images/1/19/S34_tai_t.png/revision/latest?cb=20180602025234,Male,Gardener,https://vignette.wikia.nocookie.net/survivor/images/5/52/S34_Tai_Cast_Photo1.jpg/revision/latest?cb=20170208192007,34
Troyzan Robertson,54,Miami,FL,Game Changers,3,6,2,8,39,2,https://vignette.wikia.nocookie.net/survivor/images/e/ef/S34_troyzan_t.png/revision/latest?cb=20180602025236,Male,Swimsuit Photographer,https://vignette.wikia.nocookie.net/survivor/images/2/24/S34_Troyzan_Cast_Photo1.jpg/revision/latest?cb=20170209004534,34
Brad Culpepper,47,Tampa,FL,Game Changers,2,7,8,15,39,2,https://vignette.wikia.nocookie.net/survivor/images/6/66/S34_brad_t.png/revision/latest?cb=20180602025225,Male,Attorney/Former NFL Player,https://vignette.wikia.nocookie.net/survivor/images/4/4d/S34_Brad_Cast_Photo1.jpg/revision/latest?cb=20170208230145,34
Sarah Lacina,32,Marion,IA,Game Changers,1,8,1,9,39,3,https://vignette.wikia.nocookie.net/survivor/images/1/12/S34_sarah_t.png/revision/latest?cb=20180602025405,Female,Police Officer,https://vignette.wikia.nocookie.net/survivor/images/a/a9/S34_Sarah_Cast_Photo1.jpg/revision/latest?cb=20170209010046,34
Katrina Radke,46,Excelsior,MN,Heroes vs. Healers vs. Hustlers,18,1,NA,1,3,5,https://vignette.wikia.nocookie.net/survivor/images/f/f5/S35_katrina_t.png/revision/latest?cb=20180602122402,Female,Olympian,https://vignette.wikia.nocookie.net/survivor/images/3/38/S35_Katrina_Radke.jpg/revision/latest?cb=20170830171013,35
Simone Nguyen,25,New York City,NY,Heroes vs. Healers vs. Hustlers,17,1,NA,1,6,5,https://vignette.wikia.nocookie.net/survivor/images/c/c6/S35_simone_t.png/revision/latest?cb=20180602122406,Female,Diversity Advocate,https://vignette.wikia.nocookie.net/survivor/images/c/c7/S35_Simone_Nguyen.jpg/revision/latest?cb=20170830171308,35
Patrick Bolton,24,Auburn,AL,Heroes vs. Healers vs. Hustlers,16,1,NA,1,8,5,https://vignette.wikia.nocookie.net/survivor/images/4/41/S35_patrick_t.png/revision/latest?cb=20180602122404,Male,Small Business Owner,https://vignette.wikia.nocookie.net/survivor/images/f/f3/S35_Patrick_Bolton.jpg/revision/latest?cb=20170830171143,35
Alan Ball,32,Houston,TX,Heroes vs. Healers vs. Hustlers,15,3,NA,3,11,2,https://vignette.wikia.nocookie.net/survivor/images/2/21/S35_alan_t.png/revision/latest?cb=20180602122356,Male,NFL Player,https://vignette.wikia.nocookie.net/survivor/images/e/ed/S35_Alan_Ball.jpg/revision/latest?cb=20170830170403,35
Roark Luskin,27,Santa Monica,CA,Heroes vs. Healers vs. Hustlers,14,5,NA,5,14,3,https://vignette.wikia.nocookie.net/survivor/images/b/be/S35_roark_t.png/revision/latest?cb=20180602122405,Female,Social Worker,https://vignette.wikia.nocookie.net/survivor/images/f/f6/S35_Roark_Luskin.jpg/revision/latest?cb=20170830171210,35
Ali Elliott,24,Los Angeles,CA,Heroes vs. Healers vs. Hustlers,13,3,NA,3,16,3,https://vignette.wikia.nocookie.net/survivor/images/5/5e/S35_ali_t.png/revision/latest?cb=20180602122357,Female,Celebrity Assistant,https://vignette.wikia.nocookie.net/survivor/images/f/fb/S35_Ali_Elliott.jpg/revision/latest?cb=20170830170532,35
Jessica Johnston,29,Louisville,KY,Heroes vs. Healers vs. Hustlers,12,10,0,10,19,7,https://vignette.wikia.nocookie.net/survivor/images/6/6d/S35_jessica_t.png/revision/latest?cb=20180602122401,Female,Nurse Practitioner,https://vignette.wikia.nocookie.net/survivor/images/7/77/S35_Jessica_Johnston.jpg/revision/latest?cb=20170830170848,35
Desi Williams,27,Newport News,VA,Heroes vs. Healers vs. Hustlers,11,7,1,8,21,11,https://vignette.wikia.nocookie.net/survivor/images/a/a0/S35_desi_t.png/revision/latest?cb=20180602122359,Female,Phyiscal Therapist,https://vignette.wikia.nocookie.net/survivor/images/b/b0/S35_Desi_Williams.jpg/revision/latest?cb=20170830170750,35
Cole Medders,24,Little Rock,AR,Heroes vs. Healers vs. Hustlers,10,10,3,13,24,7,https://vignette.wikia.nocookie.net/survivor/images/7/7c/S35_cole_t.png/revision/latest?cb=20180602122359,Male,Wilderness Therapy Guide,https://vignette.wikia.nocookie.net/survivor/images/7/7a/S35_Cole_Medders.jpg/revision/latest?cb=20170830170713,35
JP Hilsabeck,28,Los Angeles,CA,Heroes vs. Healers vs. Hustlers,9,5,2,7,27,6,https://vignette.wikia.nocookie.net/survivor/images/7/7f/S35_jp_t.png/revision/latest?cb=20180602122402,Male,Firefighter,https://vignette.wikia.nocookie.net/survivor/images/0/03/S35_J.P._Hilsabeck.jpg/revision/latest?cb=20170830170832,35
Joe Mena,34,Tolland,CT,Heroes vs. Healers vs. Hustlers,8,7,2,9,30,12,https://vignette.wikia.nocookie.net/survivor/images/7/73/S35_joe_t.png/revision/latest?cb=20180602122401,Male,Probation Officer,https://vignette.wikia.nocookie.net/survivor/images/f/f4/S35_Joe_Mena.jpg/revision/latest?cb=20170830170934,35
Lauren Rimmer,35,Beauford,NC,Heroes vs. Healers vs. Hustlers,7,7,2,9,33,3,https://vignette.wikia.nocookie.net/survivor/images/f/f6/S35_lauren_t.png/revision/latest?cb=20180602122403,Female,Fisherman,https://vignette.wikia.nocookie.net/survivor/images/4/40/S35_Lauren_Rimmer.jpg/revision/latest?cb=20170830171041,35
Ashley Nolan,26,Satellite Beach,FL,Heroes vs. Healers vs. Hustlers,6,6,3,9,36,8,https://vignette.wikia.nocookie.net/survivor/images/8/8b/S35_ashley_t.png/revision/latest?cb=20180602122357,Female,Lifeguard,https://vignette.wikia.nocookie.net/survivor/images/7/73/S35_Ashley_Nolan.jpg/revision/latest?cb=20170830170559,35
Mike Zahalsky,43,Parkland,FL,Heroes vs. Healers vs. Hustlers,5,10,1,11,37,9,https://vignette.wikia.nocookie.net/survivor/images/f/ff/S35_mike_t.png/revision/latest?cb=20180602122404,Male,Urologist,https://vignette.wikia.nocookie.net/survivor/images/9/97/S35_Mike_Zahalsky.jpg/revision/latest?cb=20170830171130,35
Devon Pinto,23,Solana Beach,CA,Heroes vs. Healers vs. Hustlers,4,4,3,7,38,2,https://vignette.wikia.nocookie.net/survivor/images/e/ee/S35_devon_t.png/revision/latest?cb=20180602122400,Male,Surf Instructor,https://vignette.wikia.nocookie.net/survivor/images/1/14/S35_Devon_Pinto.jpg/revision/latest?cb=20170830170805,35
Ryan Ulrich,23,North Arlington,NJ,Heroes vs. Healers vs. Hustlers,3,3,1,4,39,2,https://vignette.wikia.nocookie.net/survivor/images/9/91/S35_ryan_t.png/revision/latest?cb=20180602122406,Male,Bellhop,https://vignette.wikia.nocookie.net/survivor/images/c/c4/S35_Ryan_Ulrich.jpg/revision/latest?cb=20170830171256,35
Chrissy Hofbeck,46,Lebanon Township,NJ,Heroes vs. Healers vs. Hustlers,2,5,8,13,39,7,https://vignette.wikia.nocookie.net/survivor/images/e/e2/S35_chrissy_t.png/revision/latest?cb=20180602122358,Female,Actuary,https://vignette.wikia.nocookie.net/survivor/images/b/b6/S35_Chrissy_Hofbeck.jpg/revision/latest?cb=20170830170646,35
Ben Driebergen,34,Boise,ID,Heroes vs. Healers vs. Hustlers,1,9,1,10,39,11,https://vignette.wikia.nocookie.net/survivor/images/a/a3/S35_ben_t.png/revision/latest?cb=20180602122358,Male,Marine,https://vignette.wikia.nocookie.net/survivor/images/2/25/S35_Ben_Driebergen.jpg/revision/latest?cb=20170830170621,35
Stephanie Gonzalez,26,Ocala,FL,Ghost Island,20,1,NA,1,3,8,https://vignette.wikia.nocookie.net/survivor/images/b/bc/S36_gonzalez_t.png/revision/latest?cb=20180602124710,Female,Graphic Sales,https://vignette.wikia.nocookie.net/survivor/images/a/a3/S36_Stephanie_Gonzalez.jpg/revision/latest?cb=20180131173658,36
Jacob Derwin,22,Brooklyn,NY,Ghost Island,19,1,NA,1,6,5,https://vignette.wikia.nocookie.net/survivor/images/a/a0/S36_jacob_t.png/revision/latest?cb=20180602124711,Male,Music Teacher,https://vignette.wikia.nocookie.net/survivor/images/a/ae/S36_Jacob_Derwin.jpg/revision/latest?cb=20180131173353,36
Morgan Ricke,29,Orlando,FL,Ghost Island,18,2,NA,2,9,4,https://vignette.wikia.nocookie.net/survivor/images/a/a6/S36_morgan_t.png/revision/latest?cb=20180602124715,Female,Marine Animal Trainer,https://vignette.wikia.nocookie.net/survivor/images/3/33/S36_Morgan_Ricke.jpg/revision/latest?cb=20180131173616,36
Brendan Shapiro,41,Herndon,VA,Ghost Island,17,2,NA,2,12,5,https://vignette.wikia.nocookie.net/survivor/images/9/95/S36_brendan_t.png/revision/latest?cb=20180602124706,Male,Physical Education Teacher,https://vignette.wikia.nocookie.net/survivor/images/1/16/S36_Brendan_Shapiro.jpg/revision/latest?cb=20180131173212,36
Stephanie Johnson,34,Chicago,IL,Ghost Island,16,2,NA,2,14,7,https://vignette.wikia.nocookie.net/survivor/images/4/4f/S36_stephanie_t.png/revision/latest?cb=20180602124717,Female,Yoga Instructor,https://vignette.wikia.nocookie.net/survivor/images/4/4f/S36_Stephanie_Johnson.jpg/revision/latest?cb=20180131173723,36
James Lim,24,New York City,NY,Ghost Island,15,5,NA,5,17,6,https://vignette.wikia.nocookie.net/survivor/images/8/80/S36_james_t.png/revision/latest?cb=20180602124712,Male,Business Analyst,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S36_James_Lim.jpg/revision/latest?cb=20180131173407,36
Bradley Kleihege,26,Los Angeles,CA,Ghost Island,14,5,NA,5,19,8,https://vignette.wikia.nocookie.net/survivor/images/a/aa/S36_bradley_t.png/revision/latest?cb=20180602124706,Male,Law Student,https://vignette.wikia.nocookie.net/survivor/images/0/07/S36_Bradley_Kleihege.jpg/revision/latest?cb=20180131173137,36
Chris Noble,27,Brooklyn,NY,Ghost Island,13,9,0,9,22,10,https://vignette.wikia.nocookie.net/survivor/images/9/99/S36_chris_t.png/revision/latest?cb=20180602124708,Male,Male Model,https://vignette.wikia.nocookie.net/survivor/images/4/42/S36_Chris_Noble.jpg/revision/latest?cb=20180131173252,36
Libby Vincek,24,Houston,TX,Ghost Island,12,7,1,8,25,8,https://vignette.wikia.nocookie.net/survivor/images/2/29/S36_libby_t.png/revision/latest?cb=20180602124714,Female,Social Media Strategist,https://vignette.wikia.nocookie.net/survivor/images/d/d0/S36_Libby_Vincek.jpg/revision/latest?cb=20180131173532,36
Desiree Afuye,21,Brooklyn,NY,Ghost Island,11,4,0,4,27,10,https://vignette.wikia.nocookie.net/survivor/images/b/b6/S36_desiree_t.png/revision/latest?cb=20180602124708,Female,Student,https://vignette.wikia.nocookie.net/survivor/images/6/6e/S36_Desiree_Afuye.jpg/revision/latest?cb=20180131173308,36
Jenna Bowman,23,Venice Beach,CA,Ghost Island,10,5,1,6,29,3,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S36_jenna_t.png/revision/latest?cb=20180602124712,Female,Advertising Account Executive,https://vignette.wikia.nocookie.net/survivor/images/1/1b/S36_Jenna_Bowman.jpg/revision/latest?cb=20180131173435,36
Michael Yerger,18,Los Angeles,CA,Ghost Island,9,3,1,4,29,15,https://vignette.wikia.nocookie.net/survivor/images/9/9b/S36_michael_t.png/revision/latest?cb=20180602124715,Male,Real Estate Agent,https://vignette.wikia.nocookie.net/survivor/images/d/d2/S36_Michael_Yerger.jpg/revision/latest?cb=20180131173556,36
Chelsea Townsend,25,Los Angeles,CA,Ghost Island,8,5,4,9,32,5,https://vignette.wikia.nocookie.net/survivor/images/0/06/S36_chelsea_t.png/revision/latest?cb=20180602124707,Female,EMT/Pro Cheerleader,https://vignette.wikia.nocookie.net/survivor/images/c/c6/S36_Chelsea_Townsend.jpg/revision/latest?cb=20180131173236,36
Kellyn Bechtold,31,Denver,CO,Ghost Island,7,4,2,6,35,8,https://vignette.wikia.nocookie.net/survivor/images/c/cd/S36_kellyn_t.png/revision/latest?cb=20180602124713,Female,Career Counselor,https://vignette.wikia.nocookie.net/survivor/images/7/7f/S36_Kellyn_Bechtold.jpg/revision/latest?cb=20180131174042,36
Sebastian Noel,22,Satellite Beach,FL,Ghost Island,6,6,2,8,36,5,https://vignette.wikia.nocookie.net/survivor/images/d/db/S36_sebastian_t.png/revision/latest?cb=20180602124716,Male,Fishing Guide,https://vignette.wikia.nocookie.net/survivor/images/f/f8/S36_Sebastian_Noel.jpg/revision/latest?cb=20180131173644,36
Donathan Hurley,26,Kimper,KY,Ghost Island,5,7,1,8,37,11,https://vignette.wikia.nocookie.net/survivor/images/2/23/S36_donathan_t.png/revision/latest?cb=20180602124710,Male,Caretaker,https://vignette.wikia.nocookie.net/survivor/images/8/89/S36_Donathan_Hurley.jpg/revision/latest?cb=20180131173339,36
Angela Perkins,42,Cincinnati,OH,Ghost Island,4,7,2,9,38,3,https://vignette.wikia.nocookie.net/survivor/images/1/1b/S36_angela_t.png/revision/latest?cb=20180602124705,Female,Army Veteran,https://vignette.wikia.nocookie.net/survivor/images/4/4b/S36_Angela_Perkins.jpg/revision/latest?cb=20180131173036,36
Laurel Johnson,29,Minneapolis,MN,Ghost Island,3,8,2,10,39,3,https://vignette.wikia.nocookie.net/survivor/images/4/47/S36_laurel_t.png/revision/latest?cb=20180602124714,Female,Financial Consultant,https://vignette.wikia.nocookie.net/survivor/images/1/1d/S36_Laurel_Johnson.jpg/revision/latest?cb=20180131173515,36
Domenick Abbate,38,Nesconset,NY,Ghost Island,2,8,4,12,39,2,https://vignette.wikia.nocookie.net/survivor/images/3/33/S36_domenick_t.png/revision/latest?cb=20180602124709,Male,Construction Supervisor,https://vignette.wikia.nocookie.net/survivor/images/e/ec/S36_Domenick_Abbate.jpg/revision/latest?cb=20180131173323,36
Wendell Holland,33,Philadelphia,PA,Ghost Island,1,9,4,13,39,5,https://vignette.wikia.nocookie.net/survivor/images/9/93/S36_wendell_t.png/revision/latest?cb=20180602124717,Male,Furniture Company Owner,https://vignette.wikia.nocookie.net/survivor/images/c/c7/S36_Wendell_Holland.jpg/revision/latest?cb=20180131173750,36
Pat Cusack,40,Watervliet,NY,David vs. Goliath,20,1,NA,1,3,NA,https://vignette.wikia.nocookie.net/survivor/images/e/e8/S37_pat_t.png/revision/latest?cb=20180905172251,Male,Maintenance Manager,https://vignette.wikia.nocookie.net/survivor/images/2/29/S37_Pat_Cusack.jpg/revision/latest?cb=20180905164950,37
Jessica Peet,19,Lakeland,FL,David vs. Goliath,19,1,NA,1,6,5,https://vignette.wikia.nocookie.net/survivor/images/1/13/S37_jessica_t.png/revision/latest?cb=20180905172235,Female,Waitress,https://vignette.wikia.nocookie.net/survivor/images/a/ad/S37_Jessica_Peet.jpg/revision/latest?cb=20180905164903,37
Jeremy Crawford,40,New York City,NY,David vs. Goliath,18,2,NA,2,9,9,https://vignette.wikia.nocookie.net/survivor/images/a/ad/S37_jeremy_t.png/revision/latest?cb=20180905172233,Male,Attorney,https://vignette.wikia.nocookie.net/survivor/images/5/5d/S37_Jeremy_Crawford.jpg/revision/latest?cb=20180905171731,37
Bi Nguyen,28,Houston,TX,David vs. Goliath,17,2,NA,2,10,0,https://vignette.wikia.nocookie.net/survivor/images/2/2e/S37_bi_t.png/revision/latest?cb=20180905171937,Female,MMA Fighter,https://vignette.wikia.nocookie.net/survivor/images/4/43/S37_Bi_Nguyen.jpg/revision/latest?cb=20180905164902,37
Natalia Azoqa,25,Irvine,CA,David vs. Goliath,16,2,NA,2,11,3,https://vignette.wikia.nocookie.net/survivor/images/b/b6/S37_natalia_t.png/revision/latest?cb=20180905172244,Female,Industrial Engineer,https://vignette.wikia.nocookie.net/survivor/images/5/5e/S37_Natalia_Azoqa.jpg/revision/latest?cb=20180905164331,37
